bibNumber,title,deweyClass
232624,"Do it yourself with aluminum 125 projects for the home craftsman",749.1
205278,"Manual of the furniture arts and crafts",749.1
93902,"Crate craft easy to make furniture and accessories you can build quickly and inexpensively",749.1
39303,"Handcrafted playgrounds designs you can build yourself",749.1
313048,"Furnitrue for the craftsman a manual for the student and mechanic covering the design construction and finishing of practically all the articles used in the furnishing and equipment of the modern home porch and grounds with hints on upholstering",749.1
1700157,"J M Young arts and crafts furniture 181 photographs",749.1476
2211258,"Arts crafts furniture from classic to contemporary",749.204
1651330,"Makepeace a spirit of adventure in craft design",749.2092
729690,"Furniture of the American arts and crafts movement Stickley and Roycroft mission oak",749.213
1796703,"Mission furniture furniture of the American arts and crafts movement",749.213
496404,"Artists of handcrafted furniture at work",749.213
1699499,"Furniture of the American arts and crafts movement furniture made by Gustav Stickley L J G Stickley and the Roycroft Shop",749.213
534854,"Stickley craftsman furniture catalogs unabridged reprints of two mission furniture catalogs Craftsman furniture made by Gustav Stickley and The work of L J G Stickley",749.213
1961771,"1912 and 1915 Gustav Stickley craftsman furniture catalogs",749.213
1670390,"complex fate Gustav Stickley and the Craftsman Movement",749.213
1829349,"Furniture of the arts crafts period Stickley Limbert Mission Oak Roycroft Frank Lloyd Wright and others with prices",749.21307
1652618,"legacy of Mormon furniture the Mormon material culture undergirded by faith commitment and craftsmanship",749.21308
371804,"Chicago furniture art craft industry 1833 1983",749.21731
2156169,"Japanese cabinetry the art and craft of tansu",749.2952
2648661,"500 cabinets a showcase of design craftsmanship",749.3
2217659,"Shop drawings for Craftsman interiors cabinets moldings built ins for every room in the home",749.4
138079,"How to make your own picture frames step by step pictures of over 50 basic frame styles and how to finish them for artists students photographers decorators home craftsmen",749.5
56664,"Collecting Georgian and Victorian crafts",749.9
30562,"painters craft an introduction to artists methods and materials",751
1260561,"50 secrets of magic craftsmanship",751
244251,"craftsmans handbook the Italian Il libro dellarte",751
2907160,"craftsmans handbook the Italian Il libro dell arte",751
61397,"Step by step enameling a complete introduction to the craft of enameling",751.3
86666,"craft of enamelling",751.3
3204896,"Wax on crafts holiday projects",751.46
2902251,"art of airbrushing a simple guide to mastering the craft",751.494
3085778,"Street craft guerrilla gardening yarnbombing light graffiti street sculpture and more",751.73
247403,"Crafts and the zodiac",755
279949,"Shipping craft in silhouette",758.1
82390,"Art and the seafarer a historical survey of the arts and crafts of sailors and shipwrights",758.1
89656,"handicrafts of the sailor",758.1
611666,"gentle craft watercolor views of Alaska 1778 1974 from the collection of the Alaska State Museum Juneau Alaska",758.1798
3406965,"Carl Larssons home family and farm paintings from the Swedish Arts and Crafts Movement",759.85
2078476,"arts and crafts computer using your computer as an artists tool",760.0285
210944,"New ways of gravure innovative techniques of printmaking taken from the studio of a master craftsman",760.28
41684,"Plant and floral woodcuts for designers and craftsmen 419 illustrations from the Renaissance herbal of Carolus Clusius",761
267033,"art and craft of lino cutting and printing",761
6176,"Step by step printmaking a complete introduction to the craft of relief printing",761
162171,"Block printing craft",761
1715857,"Stamp craft dozens of creative ideas for stamping on cards clothing furniture and more",761
418369,"Silk screen printing for artists craftsmen",764.8
1981173,"800 decorative woodcuts for artists and craftspeople",769.94207
2111676,"Talking photography viewpoints on the art craft and business",770
2902322,"Photo craft creative mixed media and digital approaches to transforming your photographs",770
2971944,"Portraits of the American craftsman",770
1961661,"art craft of black white photography",771
2133917,"new photo crafts photo transfer techniques and projects for fabric paper wood polymer clay more",771.44
1811185,"Photo craft 50 creative ideas for using photographs",771.46
2246063,"Digital photography Crafting digital images",775
2445252,"Photographing arts crafts collectibles take great digital photos for portfolios documentation or selling on the web",775
471580,"Silk screen stencil craft as a hobby",777
14215,"Screen printing a contemporary guide to the technique of screen printing for artists designers and craftsmen",777
2703025,"Speedliters handbook learning to craft light with Canon Speedlites",778.72
411805,"Photographing your craftwork a hands on guide for craftspeople",778.97455
2771781,"crafters guide to taking great photos the best techniques for showcasing your handmade creations",778.97455
2130032,"Envisioning science the design and craft of the science image",778.995
419390,"Alvin Langdon Coburn symbolist photographer 1882 1966 beyond the craft",779.0924
2957711,"Brooklyn makers food design craft and other scenes from a tactile life",779.97472
2623511,"Hands in harmony traditional crafts and music in Appalachia",779.97816
2905954,"musicians journey crafting your career vision and plan",780.23
3425422,"Handel in London a genius and his craft",780.92
2460703,"I got thunder Black women songwriters on their craft",780.922
3132312,"Minecraft Volume Alpha",781.54
2032809,"Knowing the score film composers talk about the art craft blood sweat and tears of writing for cinema",781.54209
500483,"craft of musical composition",781.6
2434262,"Childrens Christmas songbook a full color collection of seasonal songs stories recipes games crafts poems",782.21723
2324009,craft,782.421649
1876481,"Live at Manchester Craftsmens Guild",782.42165
2006162,Crisscraft,782.42165
2686900,"Small craft on a milk sea",782.42166
2722499,"Gnuggets origynal crafty ear whacks from the first paradiddley dumdum era 1994 2006",782.42166
2806318,Harmonicraft,782.42166
2817304,"Darker handcraft",782.42166
3092501,Bushcraft,782.42166
3463617,"Kyle Craft Showboat Honey",782.42166
3750501,"Extreme witchcraft",782.42166
3466349,"Being a singer the art craft and science",783.043
395237,"Songwriting a complete guide to the craft",784.028
482105,"craft and business of song writing",784.028
2031327,"Musical instruments craftsmanship and traditions from prehistory to the present",784.1909
1353812,"Music crafts for kids the how to book of music discovery",784.1923
3139054,"Craft in America Music",784.1973
255746,"Singing the art and the craft",784.9
191045,"reed organ its design and construction a practical guide for craftsmen with instructions for making including chapters on tuning and voicing etc",786.6
2135201,"mandolin manual the art craft and science of the mandolin and mandola",787.84192
2540371,"Hand made hand played the art craft of contemporary guitars",787.87192
2940568,"Masters of their craft",789.20941
5092,"African crafts for you to make",790
4265,"African crafts",790
208917,"Indian and camp handicraft",790
12351,"Crafts and toys from around the world",790
206662,"Handicraft for handy boys practical plans for work and play with many ideas for earning money",790
1660148,"Childs play around the world 170 crafts games and projects for two to six year olds",790.1
2290235,"Chillin trix for cool chix fab recipes crafty fun mystic magic and super cool quizzes",790.13
2196923,"Kids collect amazing collections for fun crafts and science fair projects",790.132
3683775,"handmade Charlotte playbook crafts games recipes for families to do together throughout the year",790.191
3838740,"P S we made this super fun crafts that grow smarter happier kids",790.191
1100741,"Childs play 200 instant crafts and activities for preschoolers",790.1922
2090151,"Winter day play activities crafts and games for indoors and out",790.1922
1772536,"Wonder play interactive developmental games crafts creative activities for infants toddlers preschoolers from the 92nd St Y Parenting Center",790.1922
2801881,"Eco friendly crafting with kids 35 step by step projects for preschool kids and adults to create together",790.1922
1682630,"Little women book games recipes crafts and other homemade pleasures",790.194
1961748,"Digital filmmaking the changing art and craft of making motion pictures",791.43
1729560,"Hollywood directors and their craft",791.43
1846204,"cut above 50 film directors talk about their craft",791.43023
384686,"Film forum thirty five top filmmakers discuss their craft",791.43023
2309822,"On film making an introduction to the craft of the director",791.43023
3236925,"On film making an introduction to the craft of the director",791.43023
3513453,"art and craft of motion pictures 25 movies to make you film literate",791.43023
3761346,"Filmmakers on film how they create craft communicate",791.43023
1799128,"Playing to the camera film actors discuss their craft",791.43028
3717386,"Hooked how crafting saved my life",791.43028
3070088,"Art and craft",791.4372
1931778,"art of voice acting the craft and business of performing for voice over",791.45028
2322294,"art of voice acting the craft and business of performing for voice over",791.45028
2748374,"art of voice acting the craft and business of performing for voiceover",791.45028
3420768,"art of voice acting the craft and business of performing for voiceover",791.45028
1820457,"Puppets and masks stagecraft and storytelling",791.53
2183128,"crafty art of playmaking",792
28161,"theatre three thousand years of drama acting and stagecraft",792
743049,"Continental stagecraft",792
411230,"theatre three thousand years of drama acting and stagecraft",792
335590,"Fun with stagecraft",792.02
2033873,"Stagecraft 1 a complete guide to backstage work",792.025
1865508,"Stage lighting design the art the craft the life",792.025
94156,"Stage crafts",792.025
1693804,"stagecraft handbook",792.025
88938,"Theatre crafts book of costumes",792.02608
2117103,"Break a leg the kids book of acting and stagecraft",792.028
1932581,"In the company of actors reflections on the craft of acting",792.028
564018,"ABCs of acting the art business craft",792.028
1293826,"craftsmen of Dionysus an approach to acting",792.028
2496850,"actors art and craft William Esper teaches the Meisner technique",792.028
