title,deweyClass
"Fun home",812.6
"inheritance inspired by the novel Howards End by E M Forster",812.6
"Choir boy",812.6
"Body awareness",812.6
"Hir a play",812.6
"Freda Jems best of the week",812.6
"Everybodys talking about Jamie",812.6
"Q2Q queer Canadian performance texts",812.60803
"Laramie project",812.84
"Novel gazing queer readings in fiction",813.00935
"heart has its reasons young adult literature with gay lesbian queer content 1969 2004",813.00992
"Blue too more writing by for or about working class queers",813.01083
"Hard drive cyber fantasies come to life when men hook up on the Net",813.01083
"Multicultural detective fiction murder from the other side",813.0872
"Girls can kiss now essays",813.4
"Playing the game the homosexual novel in America",813.40935
"Queer pulp perverted passions from the golden age of the paperback",813.50935
"Acting gay male homosexuality in modern drama",813.50935
"Truman Tennessee an intimate conversation",813.52
"Lost gay novels a reference guide to fifty works of fiction from the first half of the twentieth century",813.52099
"generous spirit selected work by Beth Brant",813.54
"What drowns the flowers in your mouth a memoir of brotherhood",813.54
"Against memoir complaints confessions criticism",813.54
"So famous and so gay the fabulous potency of Truman Capote and Gertrude Stein",813.54
"Passionate communities reading lesbian resistance in Jane Rules fiction",813.54
"Sex talks to girls a memoir",813.54
"Until my heart stops intimate writings",813.54
"Visions and revisions coming of age in the age of AIDS",813.54
"boy with the thorn in his side a memoir",813.54
"safe sea of women lesbian fiction 1969 1989",813.54
"Sometimes you have to lie the life and times of Louise Fitzhugh renegade author of Harriet the spy",813.54
"wrestling party",813.54
"Violet Quill reader the emergence of gay writing after Stonewall",813.5408
"lost library gay fiction rediscovered",813.5408
"Larry Kramer in love anger",813.54092
"Something inside conversations with gay fiction writers",813.54099
"Gay fiction speaks conversations with gay novelists",813.54099
"Unlimited embrace a canon of gay fiction 1945 1995",813.54099
"Bridging the Americas the literature of Paule Marshall Toni Morrison and Gayl Jones",813.54099
Mean,813.6
"How poetry saved my life a hustlers memoir",813.6
"one you get portrait of a family organism",813.6
"memoirs of a beautiful boy",813.6
"Given up for you a memoir of love belonging and belief",813.6
"En la casa de los sueÃƒÂ±os",813.6
"Knocking myself up a memoir of my infertility",813.6
"rib joint a memoir in essays",813.6
"Bad feminist essays",814
"Forty three Septembers essays",814.54
"Sister outsider essays and speeches",814.54
"burst of light and other essays",814.54
"Its not mean if its true more trials from my queer life",814.54
"I am your sister collected and unpublished writings of Audre Lorde",814.54
"Fork on the left knife in the back",814.54
"Mapping the territory selected nonfiction",814.54
"Sacred monsters",814.54
"Shorter views queer thoughts the politics of the paraliterary",814.54
"Skin talking about sex class literature",814.54
"little book of neuroses ongoing trials from my queer life",814.54
"Kiss me again Paris a memoir",814.54
"selected works of Audre Lorde",814.54
"book of delights",814.6
"If you knew then what I know now",814.6
"book of delights essays",814.6
"Girls can kiss now essays",814.6
"Brown neon",814.6
"history of my brief body",814.6
"Fairyland a memoir of my father",814.6
"Bad feminist essays",814.6
"Long live the tribe of fatherless girls a memoir",814.6
"Gay men dont get fat",814.6
"Leaving isnt the hardest thing essays",814.6
"White girls",814.6
"Sister love the letters of Audre Lorde and Pat Parker 1974 1989",816.54
"Out loud laughing a collection of gay and lesbian humor",817.5408
"professor and other writings",818.54
"We must love one another or die the life and legacies of Larry Kramer",818.54
"Body geographic",818.5403
"In the province of the gods",818.5403
"carnival of snackery diaries 2003 2020",818.5403
"Blue days black nights a memoir",818.5403
"Is your straight man gay enough the ultimate renovation guide",818.5407
"fragile union new selected writings",818.5409
"James Baldwin",818.5409
"Beautiful aliens a Steve Abbott reader",818.5409
"history of lesbian hair and other tales of bent life in a straight world",818.5409
"Interviews Entrevistas",818.5409
"Gore Vidal sexually speaking collected sex writings",818.5409
"Food was her country the memoir of a queer daughter",818.5409
"Mongrel essays diatribes and pranks",818.5409
"Take out queer writing from Asian Pacific America",818.5409
"Bite hard",818.5409
"Gloria AnzaldÃ‚Â£a reader",818.5409
"City of God",818.5409
"other side of paradise a memoir",818.6
"lesbian sex haiku book with cats",818.602
"Trixie Katyas guide to modern womanhood",818.602
"Everybody else is perfect how I survived hypocrisy beauty clicks and likes",818.603
"Here for it or how to save your soul in America essays",818.603
"Ordinary girls a memoir",818.603
"international homosexual conspiracy",818.607
"Lynnee Breedloves one freak show",818.607
"John Gay",820
"Sexual heretics male homosexuality in English literature from 1850 to 1900",820.8
"Pages passed from hand to hand the hidden tradition of homosexual literature in English from 1748 to 1914",820.80353
"Noel Coward Radclyffe Hall kindred spirits",820.90091
"Sexual anarchy gender and culture at the fin de siÃ…Â cle",820.9287
"Sexual anarchy gender and culture at the fin de siÃƒÂ¨cle",820.9287
"Out on stage lesbian and gay theatre in the twentieth century",820.9352
"Romantic genius the prehistory of a homosexual role",820.9353
"Love between men in English literature",820.9353
"Effeminate England homoerotic writing after 1885",820.9353
"Lesbian and gay writing an anthology of critical essays",820.9353
"Invisible relations representations of female intimacy in the Age of Enlightenment",820.93538
"Double talk the erotics of male literary collaboration",820.99286
"Poems between women four centuries of love romantic friendship and desire",821.00809
"Outrages sex censorship and the criminalization of love",821.00935
"male muse a gay anthology",821.08
"Such is my love a study of Shakespeares sonnets",821.3
"Victorian Sappho",821.809
"Articulate flesh male homo eroticism and modern poetry",821.91093
"All down darkness wide a memoir",821.92
"Pillow thoughts",821.92
Physical,821.92
"Porcelain and A language of their own two plays",822
"Shakespeare sex love",822.33
"Private Romeo",822.33
"Beggars opera materials",822.5
"Straight acting popular gay drama from Wilde to Rattigan",822.91099
"sum of us",822.914
"Judas kiss",822.914
"Breaking the code",822.914
"Judas kiss a play",822.914
"Gay plays",822.914
"Lesbian plays",822.91408
"Lesbian plays II",822.91408
pride,822.92
"Dangerous intimacies toward a sapphic history of the British novel",823.60935
"Sex scandal the private parts of Victorian fiction",823.80935
"Gay fictions Wilde to Stonewall studies in a male homosexual literary tradition",823.91093
"Beyond sex and romance the politics of contemporary lesbian fiction",823.91093
"Sista an anthology of writings by same gender loving women of African Caribbean descent with a UK connection",828.9209
"Before the closet same sex love from Beowulf to Angels in America",829.09353
"verlorene Buch Die ÃƒÂ„ltesten FlÃƒÂ¼che Buch zwei Roman",833
"Zwei Schwestern Roman",833
"Tod in Venedig Novelle",833
"Homosexualities and French literature cultural contexts critical texts",840.9353
"Tableau final de lamour",843
"book of Promethea Le livre de Promethea",843.914
"Hispanisms and homosexualities",860.0353
"Inseparable desire between women in literature",860.93526
"Latin American writers on gay and lesbian themes a bio critical sourcebook",860.9353
"Gay and lesbian themes in Latin American writing",860.9353
"Lesbian voices from Latin America breaking ground",860.99287
"razÃ‚Â¢n de los amantes",863
"Will Grayson Will Grayson",863
"Cinco esquinas",863
Mascaras,863
"razÃƒÂ³n de los amantes",863
"Rojo blanco y sangre azul",863
"Cantoras una novela",863
EncuÃƒÂ©ntrame,863
"LlÃƒÂ¡mame por tu nombre",863
"niÃ‚Â¤o terrible y la escritora maldita",863
"beso de la mujer arana",863
"Heronas sencillas y perversas",863
"huracÃ‚Â n lleva tu nombre",863
"Al final mueren los dos",863
"Juliet respira profundo",863
"niÃƒÂ±o terrible y la escritora maldita",863
"Y si fuÃƒÂ©ramos nosotros",863
Ladrilleros,863
"biuty queens",863
"huracÃƒÂ¡n lleva tu nombre",863
"noche es virgen",863
MÃ‚Â scaras,863
"Te darÃ‚Â¡a el mundo",863
"Tres junios",863
Sexto,863
MÃƒÂ¡scaras,863
"Te darÃƒÂ­a el mundo",863
"Re reading Sappho reception and transmission",884.01
Sappho,884.01
"Out of the blue Russias hidden gay literature an anthology",891.70809
"Sophia Parnok the life and work of Russias Sappho",891.7142
"Dom na kraiu sveta roman",891.73
"Za graniu dozvolennogo roman",891.73
"Aristotel i Dante otkryvaiut tainy Vselennoi",891.73
"Zharenye zelenye pomidory v kafe Polustanok",891.73
"Chastnoe rassledovanie",891.73
"Slovar lzhetsa",891.73
"Im in Seattle where are you a memoir",892.787
"Lili he ta de wang guan",895.13
"Hui jia 17 34 51 Flying rainbow",895.136
"Poems of a penisist",895.615
"bunch of keys selected poems",895.615
"Matin kwa Jon Changpyon sosol Martin and John",895.73
"Pang Hallim chon",895.732
"Pulgun nektai Chang Yong jin changpyon sosol A mark of red honor",895.735
"Xin loi em anh dÃƒÂ† yÃ‹Â†u anh ay tieu thuyet",895.9223
"Xin loi em anh dÃƒÂ£ yÃƒÂªu anh ay tieu thuyet",895.9223
"Abakada ng pag ibig Paula",899.2113
"Spartacus international gay guide",910.202
"Damron road atlas",910.20208
"Spartacus international gay guide 2014 2015",910.20208
"Volleyball with the Cuna Indians and other gay travel adventures",910.4
"pursuit of art travels encounters and revelations",910.4
"Pink highways tales of queer madness on the open road",910.4
"Something to declare good lesbian travel writing",910.40866
"You cant get there from here a year on the fringes of a shrinking world",910.41
"Mens travel in your pocket",910.8644
"Spartacus international gay guide 2017",910.8664
"Gay travels in the Muslim world",910.8664
"Damron mens travel guide 2012",910.8664
"Womens travel in your pocket",910.8664
"Spartacus international hotel guide 2017",910.8664
"Sassy planet a queer guide to 40 cities big and small",910.8664
"Big trips more good gay travel writing",910.8664
"Damron mens travel guide",910.8664
"Damron womens traveller",910.8664
"Gay travel A to Z",910.8664
"Spartacus international hotel guide 2015",910.86642
"Frommers gay lesbian Europe",914.0455
"Travel guide to queer South Africa",916.80465
"Gay guide to the USA",917.30492
"queerest places a national guide to gay and lesbian historic sites",917.30492
"Broken waters sing rediscovering two great rivers of the West",917.91
"Fodors gay guide to the Pacific Northwest",917.95044
"Gay American autobiography writings from Whitman to Sedaris",920.00866
"book of pride LGBTQ heroes who changed the world",920.00866
