distinct_bib,subject
3684864,"Lesbian mothers Juvenile fiction"
3685315,"Bisexual men Fiction"
3685437,"Bisexual women Fiction"
3685489,"Lesbian fiction"
3685489,"Lesbians Fiction"
3685773,"Gay fiction"
3685773,"Gay men Fiction"
3685777,"Gay fiction"
3685777,"Gay men Fiction"
3685782,"Lesbian fiction"
3685782,"Lesbians Fiction"
3685788,"Gay fiction"
3685788,"Gay men Fiction"
3685801,"Gay fiction"
3685801,"Gays Fiction"
3685869,"Gay artists Exhibitions"
3685964,"Gay artists New York State New York History Juvenile literature"
3685964,"Gay artists United States History Juvenile literature"
3685990,"Lesbian parent families Juvenile fiction"
3686039,"Gay liberation movement History"
3686078,"Homosexuality Fiction"
3686499,"Lesbian fiction"
3686499,"Lesbian teenagers Fiction"
3686499,"Lesbians Fiction"
3686499,"Lesbians Juvenile fiction"
3686501,"Lesbian fiction"
3686501,"Lesbian teenagers Fiction"
3686501,"Lesbians Fiction"
3686501,"Lesbians Juvenile fiction"
3686618,"Lesbian fiction"
3686618,"Lesbians Fiction"
3686623,"Gay fiction"
3686623,"Gay men Fiction"
3686629,"Transgender people Fiction"
3686629,"Transgender people Juvenile fiction"
3686632,"Bisexual high school students Fiction"
3686632,"Bisexual high school students Juvenile fiction"
3686634,"Gay fiction"
3686634,"Gay teenagers Fiction"
3686634,"Gays Fiction"
3686635,"Gay high school students Fiction"
3686635,"Young gay men Fiction"
3686636,"Transgender fiction"
3686636,"Transgender people Fiction"
3686636,"Transgender people Juvenile fiction"
3686637,"Lesbian comics"
3686637,"Lesbians Comic books strips etc"
3686646,"Gay men Fiction"
3687182,"Gay fiction"
3687182,"Gay military personnel Fiction"
3687229,"African American gay men Biography Juvenile literature"
3687229,"Gay men Biography Juvenile literature"
3688219,"Transgender people Fiction"
3688220,"Lesbian fiction"
3688220,"Lesbians Fiction"
3688227,"Gay men Fiction"
3688277,"Lesbians Poetry"
3688317,"Transgender parents"
3688840,"Lesbian fiction"
3688884,"Gay fiction"
3688884,"Gay men Fiction"
3688884,"Gay men Homes and haunts Fiction"
3689131,"Gay fiction"
3689131,"Gay military personnel Fiction"
3689478,"Gay comics"
3689478,"Gay teenagers Japan Comic books strips etc"
3689563,"Gay fiction"
3689563,"Gay high school students Juvenile fiction"
3689653,"Bisexual youth Juvenile fiction"
3689653,"Bisexuality Fiction"
3689656,"Bisexual fiction"
3689656,"Bisexual teenagers Fiction"
3689656,"Lesbian teenagers Fiction"
3689663,"Lesbians Fiction"
3689664,"Bisexual fiction"
3689664,"Bisexual men Fiction"
3689664,"Gay fiction"
3689664,"Gay men Fiction"
3689665,"Gay fiction"
3689665,"Gay men Fiction"
3689667,"African American lesbians Fiction"
3689667,"Lesbians Black Fiction"
3689667,"Lesbians Fiction"
3689671,"Lesbian fiction"
3689671,"Lesbians Fiction"
3689672,"Gay fiction"
3689672,"Gay men Fiction"
3689736,"Lesbian comics"
3689736,"Lesbians Comic books strips etc"
3689736,"Queer comics"
3689758,"African American transgender people Poetry"
3689758,"African American transgender people Prayers and devotions"
3689769,"Gay men United States Diaries"
3689771,"Transgender parents"
3704857,"Gay fiction"
3704857,"Lesbians Fiction"
3705398,"Bisexual women Fiction"
3705409,"Gay fiction"
3705409,"Gay military personnel Fiction"
3705473,"Lesbian fiction"
3705473,"Lesbians Fiction"
3705475,"Lesbians Fiction"
3705480,"Gay fiction"
3705480,"Gay men Fiction"
3705493,"Gay fathers Comic books strips etc"
3705493,"Gay fathers Fiction"
3705516,"Lesbian comics"
3705516,"Lesbians Comic books strips etc"
3705524,"Gay comics"
3705524,"Gay men Comic books strips etc"
3705625,"Gay men Fiction"
3705636,"Gay fiction"
3705636,"Gay men Fiction"
3705703,"Lesbians Fiction"
3705713,"Transgender comics"
3705713,"Transgender youth Japan Comic books strips etc"
3705829,"Gays Fiction"
3705844,"Gay teenagers Fiction"
3705844,"Gays Fiction"
3705910,"Lesbian fiction"
3705910,"Lesbians Fiction"
3705917,"Transgender people Iceland"
3705917,"Transgender women Iceland"
3706364,"Gay fiction"
3706364,"Gay men Fiction"
3706618,"Lesbian mothers Fiction"
3706618,"Lesbian mothers Juvenile fiction"
3706623,"Lesbian comics"
3706623,"Lesbians Comic books strips etc"
3706628,"Transgender people Fiction"
3706663,"Lesbian comics"
3706707,"Lesbian fiction"
3706707,"Lesbians Fiction"
3706756,"Lesbian fiction"
3706756,"Lesbian teenagers Fiction"
3706756,"Lesbians Fiction"
3706756,"Lesbians Juvenile fiction"
3706757,"Lesbian fiction"
3706757,"Lesbian teenagers Fiction"
3706759,"Gay teenagers Fiction"
3706759,"Gays Fiction"
3706762,"Bisexual fiction"
3706762,"Bisexual teenagers Fiction"
3706762,"Bisexuality Fiction"
3706762,"Bisexuality Juvenile fiction"
3706830,"Lesbian fiction"
3706830,"Lesbian teenagers Fiction"
3706830,"Lesbians Fiction"
3706830,"Lesbians Juvenile fiction"
3706838,"Gay men Fiction"
3706914,"Gay fiction"
3706914,"Gay men Fiction"
3706919,"Gay culture Poland Warsaw History 20th century"
3707214,"Lesbian fiction"
3707214,"Lesbians Fiction"
3707231,"Lesbians Fiction"
3707541,"White Gayle Jessup 1957 Family"
3707610,"Transgender fiction"
3707610,"Transgender men Fiction"
3707664,"Gay teenagers Texas Fiction"
3707665,"Lesbian fiction"
3707665,"Lesbians Juvenile fiction"
3707740,"Gay men Relations with heterosexual women Mississippi Drama"
3707763,"Lesbian films"
3707763,"Lesbians Drama"
3707778,"Gay men Drama"
3707782,"Gay authors Biography"
3707782,"Gay authors United States 20th century"
3707782,"Gays writings American History and criticism"
3707878,"Gay community California Los Angeles Fiction"
3707878,"Gay fiction"
3707878,"Gay men Fiction"
3708358,"Transgender fiction"
3708358,"Transgender people Fiction"
3708431,"Gay fiction"
3708431,"Gay men Fiction"
3708481,"Gay men Fiction"
3708487,"Lesbian fiction"
3708487,"Lesbians United States Fiction"
3708648,"Gay fiction"
3708648,"Gay men Fiction"
3708671,"Gay motion picture producers and directors United States Biography"
3709929,"Gay films"
3709929,"Gay men Drama"
3710563,"SOCIAL SCIENCE LGBTQ Studies Transgender Studies"
3710563,"Transgender men Biography"
3711305,"Gays Fiction"
3711305,"Gays Juvenile fiction"
3711331,"Gay fiction"
3711331,"Gay men Fiction"
3711474,"Gay teenagers Drama"
3711734,"Gay fathers Juvenile fiction"
3711734,"Gay fiction"
3711734,"Gay men Juvenile fiction"
3711736,"Gays Fiction"
3711736,"Gays Juvenile fiction"
3711740,"Lesbian teenagers Fiction"
3711740,"Lesbians Fiction"
3711745,"Gay teenagers Juvenile fiction"
3711745,"Gays Fiction"
3711887,"Lesbian fiction"
3711887,"Lesbians Fiction"
3711936,"Gay men United States Biography"
3712091,"Gay teenagers Fiction"
3712091,"Gays Juvenile fiction"
3712153,"Gay couples Mexico Drama"
3712153,"Gay films"
3712153,"Gay men Mexico Drama"
3712345,"Gay men United States Social conditions"
3712345,"Homosexuality Religious aspects Catholic Church"
3712399,"Transgender people Fiction"
3712399,"Transgender people Juvenile fiction"
3712949,"Lesbians United States Biography"
3713058,"Transgender fiction"
3713058,"Transgender women Fiction"
3713107,"Gay fathers Juvenile fiction"
3713107,"Gay fiction"
3713872,"Indian gays Canada Biography"
3714015,"Lesbian fiction"
3714015,"Lesbian teenagers Juvenile fiction"
3714140,"Transgender fiction"
3714507,"Gay fiction"
3714507,"Gay men Fiction"
3715129,"Lesbian fiction"
3715129,"Lesbians Fiction"
3715192,"Gay rights United States"
3715241,"Gay athletes"
3715241,"Transgender athletes"
3715255,"Gay films"
3715255,"Gay men Drama"
3715675,"Gay films"
3715675,"Gay men Great Britain Drama"
3716131,"Gay men Comic books strips etc"
3716131,"Gay rights Comic books strips etc"
3716198,"Gay superheroes Comic books strips etc"
3716198,"Lesbian superheroes Comic books strips etc"
3716198,"Queer comics"
3716198,"Transgender superheroes Comic books strips etc"
3716705,"Gay fathers Fiction"
3716705,"Gay fathers Juvenile fiction"
3716705,"Lesbian teenagers Fiction"
3716705,"Lesbians Fiction"
3716705,"Lesbians Juvenile fiction"
3716779,"Transgender comics"
3716779,"Transgender youth Japan Comic books strips etc"
3716786,"African American gay men"
3716786,"African American gay men New Jersey Biography"
3717339,"Gay detectives Fiction"
3717361,"Gay fiction"
3717361,"Gay men Fiction"
3717412,"Lesbian teenagers Fiction"
3717417,"Lesbian fiction"
3717417,"Lesbian teenagers Fiction"
3718245,"Bisexuals United States Biography Juvenile literature"
3718254,"Gay detectives Fiction"
3718269,Lesbians
3718269,"Lesbians Fiction"
3718573,"Transgender musicians Canada"
3718573,"Transgender musicians United States"
3718576,"Lesbians Drama"
3718630,"Gay couples Fiction"
3718630,"Gay fiction"
3718634,"Gay fiction"
3718634,"Gay men Fiction"
3718639,"Lesbian couples as parents Fiction"
3718639,"Lesbian mothers Fiction"
3719161,"Bisexual teenagers Fiction"
3719165,"African American bisexual men Juvenile fiction"
3719165,"Bisexual fiction"
3719165,"Bisexual men Fiction"
3719467,"Transgender athletes Fiction"
3719467,"Transgender athletes Juvenile fiction"
3719467,"Transgender people Fiction"
3719467,"Transgender people Juvenile fiction"
3719501,"African American lesbians Biography"
3719532,"Gay teenagers Fiction"
3719532,"Gays Fiction"
3719735,"Gay men Violence against Kentucky Louisville"
3719901,"Gay fiction"
3719901,"Gay men Ontario Toronto Fiction"
3720407,"Gay men Fiction"
3720508,"Bisexual youth"
3720508,Bisexuality
3720518,"Asian American gays California Los Angeles Social conditions"
3720518,"Pacific Islander American gays California Los Angeles Social conditions"
3720524,"Parents of queer people"
3720733,"African American bisexual men United States Comic books strips etc"
3720733,"Bisexual comics"
3720899,"Gay comics"
3720899,"Gay teenagers Japan Comic books strips etc"
3720992,"Gay comics"
3720992,"Young gay men Comic books strips etc"
3720992,"Young gay men Fiction"
3721045,"Lesbian fiction"
3721045,"Lesbians Juvenile fiction"
3721063,"Gays Travel Guidebooks"
3721148,"Gay fiction"
3721148,"Gay men Fiction"
3721151,"Gay fiction"
3721151,"Gay men United States Fiction"
3721352,"Transgender people"
3721352,"Transgender peoples writings"
3721352,"Transgender youth"
3721660,"Transgender women Fiction"
3721663,"Transgender people Fiction"
3721670,"Gays Fiction"
3722318,"Gays Juvenile fiction"
3722318,"Lesbians Juvenile fiction"
3722318,"Transgender people Juvenile fiction"
3722356,"Lesbian fiction"
3722356,"Lesbian teenagers Juvenile fiction"
3722356,"Lesbians Fiction"
3722358,"Transgender fiction"
3722358,"Transgender people Fiction"
3722358,"Transgender people Juvenile fiction"
3722358,"Transgender youth Juvenile fiction"
3722418,"Lesbians Fiction"
3722419,"Gay fiction"
3722419,"Gay men Fiction"
3722999,"Lesbian soccer players"
3722999,"Lesbian soccer players United States Biography Juvenile literature"
3723007,"Gay teenagers Fiction"
3723007,"Gays Fiction"
3723007,"Gays Juvenile fiction"
3723032,"Lesbian comics"
3723032,"Lesbian high school students Comic books strips etc"
3723032,"Queer comics"
3723032,"Transgender students Comic books strips etc"
3723123,"Lesbian teenagers Fiction"
3723123,"Lesbians Fiction"
3723123,"Lesbians Juvenile fiction"
3723929,Gays
3723969,"Lesbian teenagers Fiction"
3723977,"Transgender fiction"
3723977,"Transgender people Fiction"
3723977,"Transgender people Juvenile fiction"
3723987,"Lesbian teenagers Fiction"
3724067,"Gay culture History"
3724067,"Gay men Sexual behavior"
3724142,"Transgender people Juvenile fiction"
3725706,"Closeted gays Fiction"
3725706,"Gay men India Fiction"
3725720,"Gay men Australia Anecdotes"
3725745,"Gay men Fiction"
3725788,"Gay men Fiction"
3725891,"Bisexual fiction"
3726333,"Gay detectives Fiction"
3726378,"Lesbian teenagers Juvenile fiction"
3726407,"Gay fiction"
3726407,"Gays Fiction"
3726448,"Transgender people Fiction"
3726621,"Transgender people"
3726632,"Homosexuality Religious aspects Buddhism"
3726632,"Transgender people Religious aspects Buddhism"
3726648,"Gay comics"
3726648,"Gay teenagers Comic books strips etc"
3726656,"Bisexual fiction"
3726656,"Bisexuals Juvenile fiction"
3726656,"Lesbian fiction"
3726656,"Lesbians Juvenile fiction"
3726657,"Queer fiction"
3726657,"Queer relationships Fiction"
3726657,"Queer romance fiction"
3726669,"Lesbian teenagers Fiction"
3726670,"FICTION Gay"
3726714,"Bisexual women United States Biography"
3726714,"Bisexual women United States Identity"
3726832,"Gay men Canada Biography"
3726900,"Homosexuality Religious aspects Christianity"
3726900,"Lesbian biographies"
3726900,"Lesbians Manitoba Winnipeg Biography"
3726900,"Queer biographies"
3726900,"Queer Christians"
3726900,"Queer women"
3726960,"Transgender fiction"
3726960,"Transgender women Fiction"
3726972,"Transgender people Fiction"
3726972,"Transgender people Juvenile fiction"
3727411,"Bisexual fiction"
3727411,"Bisexual women Fiction"
3727432,"Gay men Comic books strips etc"
3727434,"Gay men Comic books strips etc"
3727588,"Gay fiction"
3727588,"Gay teenagers Fiction"
3727588,"Gays Fiction"
3727588,"Gays Juvenile fiction"
3727588,"Homosexuality Juvenile fiction"
3727933,"Queer autobiographies"
3729292,"Lesbian comics"
3729292,"Lesbian private investigators Comic books strips etc"
3729297,"Gay fiction"
3729297,"Gay men Fiction"
3729310,"Gay couples Family relationships Case studies"
3729310,"Gay fathers Cuba Biography"
3729310,"Gay fathers Family relationships Case studies"
3729310,"Gay fathers United States Biography"
3729310,"Gay parents Family relationships Case studies"
3729542,"Gay fiction"
3729542,"Gay men Fiction"
3729571,"Lesbians Comic books strips etc"
3729732,"Transgender military personnel Government policy United States"
3729732,"Transgender military personnel United States"
3729847,"Lesbian couples Fiction"
3729847,"Lesbian fiction"
3729896,"Homosexuality Biblical teaching"
3729896,"Homosexuality Religious aspects Christianity"
3729913,"Gay lawyers Great Britain Biography"
3729913,"Muslim gay men Great Britain Biography"
3729998,"Bisexuals Biography"
3730117,"Gay men Japan Tokyo Comic books strips etc"
3730118,"Gay men Japan Tokyo Comic books strips etc"
3731027,"Gay comics"
3731225,"Transgender people"
3731940,"Lesbians Fiction"
3731956,"Gay comics"
3731956,"Gay teenagers Comic books strips etc"
3731964,"Lesbian comics"
3731964,"Lesbians Comic books strips etc"
3731970,"Transgender people Fiction"
3731970,"Transgender people Juvenile fiction"
3731971,"Gay men Japan Tokyo Comic books strips etc"
3731985,"Lesbian fiction"
3732063,"Gay men Fiction"
3732635,"Gays Comic books strips etc"
3733025,"Gay fiction"
3733025,"Gay teenagers Fiction"
3733025,"Gays Fiction"
3733025,"Gays Juvenile fiction"
3733048,"Queer comics"
3733068,Homosexuality
3733068,"Homosexuality Juvenile literature"
3733118,"Genderqueer comics"
3733118,"Queer comics"
3733160,"Gay comics"
3733160,"Gay men Japan Comic books strips etc"
3733215,"Gay fiction"
3733215,"Gay teenagers Juvenile fiction"
3733215,"Gays Fiction"
3733222,"Lesbians Fiction"
3733222,"Lesbians Juvenile fiction"
3733365,"Transgender people Health and hygiene"
3733775,Homosexuality
3733802,"Gay teenagers Fiction"
3733908,"Lesbian fiction"
3733908,"Lesbians Fiction"
3733914,"Gay men Fiction"
3733933,"Gay fiction"
3733933,"Gay men Fiction"
3734004,"Lesbian fiction"
3734004,"Lesbians Fiction"
3734021,"Queer fiction"
3734176,"Transgender people New Jersey"
3734201,"Gay couples Juvenile fiction"
3734201,"Gays Fiction"
3734206,"Transgender people Fiction"
3734206,"Transgender people Juvenile fiction"
3734224,"Genderqueer comics"
3734224,"Lesbian comics"
3734278,"Lesbians Fiction"
3734282,"Abused lesbians United States Biography"
3734282,"Bisexual women United States Biography"
3734282,"Lesbians United States Biography"
3734780,"Lesbians Wales Fiction"
3734989,"Gay fiction"
3735012,"SOCIAL SCIENCE LGBTQ Studies Transgender Studies"
3735012,"Transgender people Biography"
3735012,"Transgender women Biography"
3735012,"Transgender women Humor"
3735061,"Gay students Comic books strips etc"
3735061,"Gay students Juvenile literature"
3735081,"Gay men Japan Comic books strips etc"
3735090,"Parents of transgender children Biography"
3735090,"Transgender children Family relationships"
3735104,"Gay fiction"
3735104,"Gay men Fiction"
3735106,"Gay fiction"
